N,P,K,ph,moisture,temperature,crop,fertilizer
10.920056393748776,37.04434338721032,91.2852591668321,5.458247562667889,21.591589767297847,27.236319006939077,Sugarcane,Urea
32.83635622382255,82.29558795167604,77.35386345622817,5.450550175969599,68.25730788894876,24.194578317981332,Jute,Standard Compost
118.09366120290694,50.8648108811236,82.56102795584147,7.693380499938204,22.057403517234356,27.70496941851797,Sugarcane,Standard Compost
103.71126255357778,42.48527409821675,25.92289951872709,7.344598129752072,74.76008369117723,23.716649682293234,Cotton,Standard Compost
113.16017541630445,50.72078242506507,54.18637830011061,7.850840423629312,64.05520936314247,33.3804029810193,Sugarcane,Gypsum + Compost
111.33976610203472,105.89402563881282,29.504454632939783,7.139936184136716,75.37777601609727,28.880020289986557,Maize,NPK 10-26-26
34.99535510549704,119.56917547216129,96.7148383724354,6.73317381442839,80.61090745514717,19.717677708534485,Sugarcane,Standard Compost
45.159101080456004,88.48490307007752,90.22547469549482,8.04834569706047,72.3900436686099,31.050791153857194,Rice,Gypsum + Compost
112.59802433540897,95.31417487810351,68.55388419785172,6.822746485745819,39.78262132493945,38.50333606144446,Wheat,Standard Compost
5.582082142315149,23.492925913012346,57.129709989825685,7.267580790770773,62.156900760208046,20.606732736513994,Rice,Urea
7.078666815784899,61.79777724609498,21.988157376026237,5.965875138331439,69.53364184452498,33.02349810630324,Rice,Urea
67.39212651381342,63.513618836457404,65.45159872766007,5.501847274422337,57.18966780484351,39.47232145687522,Rice,Standard Compost
107.58535384536803,77.58094198968523,80.5070738364566,6.510548372420768,56.15231077010873,27.312942345471598,Wheat,Standard Compost
31.471305847778858,62.40723868674652,59.340398924872396,7.574216057225236,13.4883017403547,39.86376276993353,Cotton,Standard Compost
114.70178635529754,110.20940487535158,40.16507652426722,4.56182646611547,84.26548500701803,25.704603707932858,Jute,Lime + Organic Manure
70.8136339546464,117.73813212734525,12.15789432058218,5.722788077148728,25.272882492027684,21.71187142225392,Cotton,MOP (Muriate of Potash)
24.491665868900636,69.03214518271027,93.93470354527419,7.284119186699892,55.604893607149194,17.429412344269213,Wheat,Urea
46.244379849058845,34.22881964301996,33.052605899799175,5.790203056954402,77.89358359397396,18.41553328605072,Jute,NPK 19-19-19
46.34148239027184,38.76306209041674,81.8893097704588,7.740453578716723,79.3657854864083,37.83101381391178,Jute,NPK 20-20-0
5.596259219008479,77.20785771909314,23.456025583644013,4.783763667999711,41.742706177111074,16.269213275984924,Maize,Lime + Organic Manure
43.869443037926615,48.19203955359356,13.928284284882555,6.813120563984696,12.875381903739367,26.639950453311506,Wheat,MOP (Muriate of Potash)
37.952243994752706,72.94582496543623,7.897523744209696,4.649392754996858,75.80804485277267,24.00476603528157,Jute,Lime + Organic Manure
42.5648928065447,100.2049354355727,30.79657700287548,8.36100732156308,46.581212929098285,36.050576875299534,Sugarcane,Gypsum + Compost
52.305699081518036,85.44390423822729,18.14354377969113,5.030981688971879,87.56294936913272,32.8648776044988,Sugarcane,Lime + Organic Manure
96.44641239840092,36.14570889513854,46.70228496703543,4.813825525369063,12.0280594732366,39.06621036694813,Wheat,Lime + Organic Manure
84.17748858801713,11.692263483471015,91.94530412451564,6.269408918924418,29.182988732592257,17.346832252032293,Rice,DAP (Diammonium Phosphate)
80.92269832253909,37.192398148783425,95.71220166300344,7.451587666783074,54.34832420091205,30.293018655858805,Rice,Standard Compost
33.489063792633104,45.93685804489508,76.99538049411507,4.5575739545190235,19.2858112405533,16.15006605054382,Wheat,Lime + Organic Manure
40.812530579998835,117.64371079147348,21.65637563948716,4.568644407327001,71.06915384031288,35.172824426269486,Rice,Lime + Organic Manure
24.918215039651745,54.8929396623669,42.857949767750476,6.963400392208866,60.8074920694115,16.132600244301113,Sugarcane,Urea
76.97389030713718,62.860669736710086,86.36653491289061,7.1347745264757805,23.034754166514375,16.764218685010746,Maize,Standard Compost
8.048800712286509,72.36419184644828,94.32187293537098,6.801896711503516,41.05359409652175,31.08220546105883,Maize,Urea
98.28848032464035,99.37353971055487,64.46426865964942,7.781707375085072,62.118781748623036,20.167108996918635,Rice,Standard Compost
12.976549600644027,16.589470158404065,6.7310734368972245,4.877771843023714,64.64054187330855,16.779716211505725,Cotton,Lime + Organic Manure
102.16066076148728,7.676272609619975,82.3745058459489,5.6274190990936,19.4531862097325,32.41842913410377,Cotton,DAP (Diammonium Phosphate)
112.71453746340633,9.506427567699319,44.70487301297998,8.37032220608099,53.83775065984699,25.586773557702962,Cotton,Gypsum + Compost
118.90809133007743,52.451032844814044,40.3417181503144,7.605651842967987,37.264283220241424,38.26893314008912,Wheat,Standard Compost
32.43863887588912,83.18214968852827,75.29133224250057,5.452944609615917,40.21831089410359,28.358186838264086,Cotton,Standard Compost
100.04260860239029,41.80570411852035,90.07470670713904,6.056806714936652,10.867012118423869,37.63454941048159,Sugarcane,Standard Compost
45.81409690321287,115.03210178954248,69.29314092030882,6.430083798570569,49.442052621744395,17.08211027988149,Sugarcane,Standard Compost
38.71923874527742,42.79642271754034,68.88925332731864,7.50949811775072,73.32632349806788,34.740453569863845,Cotton,NPK 20-20-0
112.05684715403865,117.03854398145717,99.61346799288127,4.7234846187094,68.96284454328071,28.647894254124722,Cotton,Lime + Organic Manure
18.462706889174676,21.44404343607612,77.34351001315986,6.972872253265044,18.08981408982322,17.102670152874936,Wheat,Urea
30.59628802066851,50.61493422473897,89.73020633379377,5.086419286768102,51.06609349539143,20.830701810613196,Cotton,Lime + Organic Manure
47.62384691269246,98.47195023461279,94.98861485146658,8.444004255291484,70.27025482071534,24.406489638272895,Cotton,Gypsum + Compost
94.37189533165522,69.21648871961759,45.301090878462745,8.125417540378944,18.895798584492105,27.31562760727148,Wheat,Gypsum + Compost
51.59823997986297,70.71939789857622,75.39251678651348,7.568779412434287,75.82322815013545,33.60529142358245,Cotton,Standard Compost
72.08740798617336,115.64984307457232,40.612705054751885,5.642848345127443,79.48793025515683,20.589895962986315,Wheat,Standard Compost
97.24256363807442,117.45857690674114,57.820478671045535,5.790745553110335,13.472062663853821,38.1160832555899,Jute,Standard Compost
13.48660494457087,68.69324270615189,97.0837408838144,6.592391376680595,60.351891050821,32.39371722461543,Sugarcane,Urea
77.16917920966729,72.19614587115653,90.61001099664395,4.681785521365832,32.477055167378424,38.76028710191397,Rice,Lime + Organic Manure
57.40052657035699,76.31524874717672,31.351212383207603,5.252484638895045,47.09587239519857,23.833805700651318,Jute,Standard Compost
35.582861370887485,46.43968594860585,29.695236971154955,6.312963387315325,12.585276088772037,21.994087679223643,Maize,NPK 19-19-19
98.5864272662991,83.74408484369611,20.44860923776467,8.14370873797537,75.80297943385352,38.7449978322981,Cotton,Gypsum + Compost
75.54274753261583,53.09794917342117,93.60920591863126,7.964255558001634,13.617493608495153,15.6591743624313,Cotton,Gypsum + Compost
94.42426262955094,60.24255941463078,98.60217481322292,6.006955879751763,69.96626399808576,24.82473622447148,Rice,Standard Compost
101.84367616060649,101.40780104178086,49.52585018052218,6.159278009350661,31.8725657544565,16.409387416273177,Wheat,Standard Compost
84.54715567442489,66.44982162838826,76.24152119964732,8.152663009030572,56.81196258603776,33.1530211017962,Jute,Gypsum + Compost
102.70944992790231,33.44503170046773,47.801692854458885,5.01663766060598,86.32408218069779,30.154365861272,Maize,Lime + Organic Manure
105.9953767601071,92.0549001998063,9.455164440165891,5.574689928101229,11.77477936242413,27.454129666147324,Jute,MOP (Muriate of Potash)
93.81661504959852,64.81880262787924,85.95724253026131,6.707627355097943,54.8750377228309,36.91634006645863,Jute,Standard Compost
72.84492817082815,60.20528620712464,44.950898973182134,7.638673055777238,61.148908557939386,35.12611668798405,Rice,Standard Compost
75.98532689118858,117.75321338562345,62.768345706479096,7.04657728648913,54.38524868337805,17.275052276283258,Jute,Standard Compost
45.04937870767954,64.10879125337824,79.4470362104086,6.086171129285081,59.76693601822988,36.55909271866863,Maize,Standard Compost
96.59425420249589,57.82488291380983,84.99868442677742,7.57567096526159,15.298878228149269,16.146531660115823,Cotton,Standard Compost
61.65108080918,42.80643518306344,65.17308116008894,5.460582475112773,16.06906624869311,18.22199304776623,Jute,Standard Compost
20.965124854682166,78.70059565236969,22.27860801791876,5.882669133295453,81.74307279248094,26.84904100657181,Wheat,Urea
116.907690166062,74.22257048721042,26.265661261100455,7.787162547377797,37.60661022579094,23.69048036206709,Cotton,NPK 10-26-26
15.200791382061395,18.873125176569093,48.77398296310895,5.32533487362317,39.14158888384604,27.58543177137142,Jute,Urea
41.982017938203334,15.6134174163058,50.70881243534785,7.2511388683843325,50.9325610837809,18.92444206790484,Cotton,DAP (Diammonium Phosphate)
5.298427804119354,104.85462730909248,13.029115729664783,6.889112329021723,88.90055966934521,28.414766149683313,Cotton,Urea
32.1534013085015,92.39487202782234,55.470246627485736,7.382064245565859,14.987309000899316,18.69347729765567,Jute,Standard Compost
87.03520237672353,107.94878633402793,53.60935700098828,6.628453941061263,18.573760907182084,26.185309170586365,Wheat,Standard Compost
50.673840737969485,17.059954151235303,75.05349457891282,5.229135513903833,55.117207361506914,36.017749646948275,Wheat,DAP (Diammonium Phosphate)
42.662195500460186,18.77264515921389,89.60009167029003,6.874369814216195,64.32818553155917,34.729280965183456,Jute,DAP (Diammonium Phosphate)
60.15194170173877,72.18294074212946,74.99813516251672,6.73096906380175,56.922834772860725,29.11146356306603,Cotton,Standard Compost
37.634229166853316,46.75446408584303,66.36213792650211,6.7831132186756475,38.4877380718277,39.66288121982449,Maize,NPK 20-20-0
112.37455973238558,5.866451760418595,26.40661578269018,5.961427278696231,49.024784064699034,36.27043794590365,Cotton,DAP (Diammonium Phosphate)
37.78594439979241,24.937963458896803,90.19271533951039,4.820934982646569,51.960911165620374,25.259920674741537,Jute,Lime + Organic Manure
119.68438649836536,108.11018024201239,59.719849691537696,8.169582452342127,10.424000511808433,39.376679073628566,Sugarcane,Gypsum + Compost
24.652072549857568,81.89397029130956,93.29071896712065,6.72705157205572,55.72901515759199,21.999477341507102,Jute,Urea
28.583919417187797,116.31931764798694,72.54048548949109,5.2980277093532795,68.89977469587905,28.246000579527916,Sugarcane,Standard Compost
75.22130488078774,38.19251362262941,60.217631035148166,5.11745086109681,48.4912081483854,28.314735813789646,Rice,Lime + Organic Manure
47.461505373638055,57.24081680519646,57.11729620412456,6.695687919555909,26.138436986418867,32.11428869699583,Rice,NPK 20-20-0
34.28367529783284,83.37281305575186,77.22164668952023,6.882554962431377,47.72609508401267,25.296022853681713,Sugarcane,Standard Compost
17.27041376304515,102.8336579018923,75.86757992712822,6.134073171743667,84.63504536799637,39.773236911434765,Jute,Urea
25.841802609050916,12.647070747179413,75.40646168255562,6.797892452719648,77.34630214066176,18.494309415657238,Maize,DAP (Diammonium Phosphate)
91.30772134801106,96.9467700557443,83.38760428581574,5.245619947152576,28.85533968519998,30.84396409300443,Rice,Standard Compost
46.265505674202785,105.87806219350745,42.28228520515036,7.766397757886308,45.13079268561747,24.423610735622688,Jute,Standard Compost
76.77167758091133,67.0748221201828,46.68074416189221,6.809945083624503,38.42899614547167,24.78705275503755,Wheat,Standard Compost
67.5085790281087,109.2442927609229,64.30260961182924,4.967592162833457,85.18656988907802,30.692701326785446,Maize,Lime + Organic Manure
21.016288356289536,96.31289676608404,63.90691181320879,6.6338443679052865,81.51140664407662,34.714930280613274,Maize,Urea
91.5263588044646,86.3027530429978,78.96433420982135,5.072511942193879,26.36356745355706,32.851602055590355,Jute,Lime + Organic Manure
105.82804822760119,44.33940110232936,83.01944394384122,4.942526947820829,77.71618333876145,18.18721655829956,Cotton,Lime + Organic Manure
67.08397326797622,60.93111042949489,43.85074182312186,7.58752792239298,10.976245785443561,29.961067530130677,Cotton,Standard Compost
67.41331098497356,33.956891774299564,37.84111938287235,5.226390867205703,82.67604490669027,29.58479486915301,Sugarcane,Standard Compost
113.93758405535876,22.635411358349224,60.69183404159574,6.523554715537864,58.91633883477183,15.452754595521013,Maize,DAP (Diammonium Phosphate)
73.19073410476447,16.754456385897953,92.28129961477092,7.660338548496346,11.841808383011001,31.284180274706152,Sugarcane,DAP (Diammonium Phosphate)
71.27316141918351,74.77223033402842,45.29241377372667,7.445776942498892,84.74936118152118,38.13921282266941,Rice,Standard Compost
18.022375271686855,118.25673788066848,84.69531821236374,4.998650724813068,83.66735060938979,36.747409051553205,Rice,Lime + Organic Manure
72.99667511066686,50.88531094506498,10.202355688092977,5.840788966583604,74.22827588784091,15.115800575115072,Wheat,MOP (Muriate of Potash)
18.140739506404092,52.66802718341718,87.0342233582309,8.19184092719394,47.25600978550506,27.020924452226836,Rice,Gypsum + Compost
57.005063202327825,30.829554638097925,47.98175403260587,5.063428081519199,24.110958920497865,27.459194318486993,Wheat,Lime + Organic Manure
8.896103428358423,40.8194146802671,79.14709221687832,5.6103486905176725,27.607777126487765,20.317019608530657,Jute,Urea
25.474136190021415,115.52308650898735,19.12295913654573,6.1584964949080945,16.82797344629151,39.92185629614868,Rice,MOP (Muriate of Potash)
39.45352985314486,40.642746520890256,42.7452209684718,6.207155621346997,73.98256176594155,23.734674976233325,Rice,NPK 19-19-19
26.929087876321656,9.203211802530912,49.84635978544993,6.759364533050466,15.25669115426819,34.38819041737526,Jute,DAP (Diammonium Phosphate)
65.3048809726717,55.68771589789624,43.07249078315597,6.7385613252328715,22.419219674457,19.548203262381776,Maize,Standard Compost
13.68288683744726,91.62331538595684,30.868676198428446,8.089721639275536,52.1262773327435,35.01874428715303,Cotton,Gypsum + Compost
101.57571883750562,104.7042824013252,43.758527059660246,6.7068903810373595,30.311085123464345,19.90282749233632,Sugarcane,Standard Compost
73.43063266554837,44.01619327806196,59.09713418753253,8.049841930054011,54.53772678266929,33.020327407762665,Cotton,Gypsum + Compost
32.96480196493722,88.0606971634008,86.29116447009714,7.820879458267966,41.77468236947639,31.702128414266156,Wheat,Gypsum + Compost
51.73511545145503,42.258857027281955,13.257876420283186,7.032963099643842,68.87236905568018,36.20320238667209,Cotton,MOP (Muriate of Potash)
105.79106872565879,78.93643981563912,71.8748828381584,8.142496014161216,59.98090168346009,23.396646428745875,Cotton,Gypsum + Compost
46.75180940243541,8.936232744360849,83.91217812369872,5.880768579525102,71.90676185610722,24.068947366648636,Maize,DAP (Diammonium Phosphate)
38.86356234732053,114.07213030064801,77.54255044517728,5.06045270306581,79.47743807183302,27.18577995623784,Cotton,Lime + Organic Manure
59.172527059788656,25.942320964482075,51.05394487928289,6.549830623527686,69.33495553829324,32.47114632902261,Jute,NPK 20-20-0
34.65708382481826,21.025948518374776,84.31837249593342,8.437608722814208,52.055214584214866,19.291982146207587,Rice,Gypsum + Compost
7.114927802958674,110.14436275445739,16.186352874563408,6.806065902057014,31.92441765497648,28.854450062894834,Cotton,Urea
62.20846280768742,87.82329688771401,15.124979362224064,5.060074154641796,31.094704210769315,21.662459834272056,Rice,Lime + Organic Manure
73.70250674958545,74.05943894987014,68.17848408189427,5.201485114493798,83.15295567399679,25.469263122301825,Wheat,Standard Compost
93.65480836239111,53.534146848329044,38.6177807733187,8.334508709252882,24.749673654317057,17.258424014440198,Sugarcane,Gypsum + Compost
33.21514761335191,49.768995614827304,32.42590499321649,5.9226908658597965,67.52367241473964,22.428042890579377,Wheat,NPK 19-19-19
114.17028166164305,50.614677900986244,95.63825897126515,5.040005109684827,48.70039535459302,21.747780559804873,Wheat,Lime + Organic Manure
23.63159595753223,101.77591093565499,85.40874568488294,8.320945250893915,22.3737712706589,30.58331377262477,Sugarcane,Gypsum + Compost
17.258799110383755,13.640844899618008,74.17793183934232,6.481965264824794,65.07219171421889,25.870683465093656,Maize,Urea
99.19676653253296,96.93282608143261,70.99616473117054,5.58858054891985,57.21845334952697,24.02434742350067,Wheat,Standard Compost
97.85447895892754,115.64136036287353,80.05128808522633,7.262240929782562,51.70405339308555,17.16763029655459,Sugarcane,Standard Compost
89.20586193709954,97.75453200406672,67.58441983751814,7.26910625807141,77.93565212522554,21.241700221479647,Wheat,Standard Compost
79.36646569847379,84.71514931754635,9.90160163257745,7.179669858200157,13.533235016808014,29.706593924248274,Rice,MOP (Muriate of Potash)
25.766164689643357,70.31370151355239,91.97138827086397,4.635783914343195,65.7936213797472,22.43372518431377,Rice,Lime + Organic Manure
53.50270586900894,96.4643113652962,75.78113207142094,4.7195304585859,46.41149480289249,28.060864401779224,Maize,Lime + Organic Manure
79.76924530097124,46.94018368759017,58.26433343033383,6.424247535376345,80.79986852186249,28.256628315872504,Rice,Standard Compost
88.34817872580757,12.515979191878372,34.95258209390798,6.657965169501349,73.25785318711709,22.968812573301747,Maize,DAP (Diammonium Phosphate)
64.81933263605416,54.083961515309404,88.2832108969327,6.1700243361115685,46.955428046047004,39.75853283354443,Maize,Standard Compost
105.59069235868293,65.82777041312937,94.21143135872514,7.695132943094661,89.834728842667,23.767795386292754,Wheat,Standard Compost
15.182492220566086,9.32362891872,50.579226051367954,6.823028828909311,31.734957685520328,24.95718459939089,Jute,Urea
53.04317994924338,53.45605526186307,75.07031865094469,5.455108583073209,18.837929050511573,23.865553941019414,Jute,NPK 20-20-0
103.07450949456866,87.28863125193782,60.96531077473501,5.609062582787095,82.82712816460274,16.12751693050808,Jute,Standard Compost
50.037466162140944,19.31031908913848,95.85949126814538,7.6919572885735334,30.718612128145093,29.713855724331133,Rice,DAP (Diammonium Phosphate)
74.09182134085277,108.9282562251561,98.9725664322691,7.473411291574497,15.198912758631522,25.03950591063719,Jute,Standard Compost
79.70936463412237,74.8897314110688,53.705408546568314,5.422679246871034,24.12224256044066,20.512155226754384,Cotton,Standard Compost
115.08608024308245,100.01365501630607,81.07312027733813,7.019111691984612,27.30592184292428,27.956509166909804,Rice,Standard Compost
119.41439960434006,24.997953660241038,42.64299179575258,7.532953902816365,65.68164944430337,18.847397658496376,Sugarcane,DAP (Diammonium Phosphate)
30.810665761215976,30.739025704601655,56.01257017487429,6.871759739366812,56.40689662702489,17.287170934943873,Wheat,NPK 20-20-0
49.984523099243674,36.39032810847622,50.284298691385,4.677506654132947,78.17548266776062,15.885559210463626,Rice,Lime + Organic Manure
68.34859762005102,15.003477389812167,43.80305524171638,5.990754068049256,30.7803027008261,33.08550284221462,Rice,DAP (Diammonium Phosphate)
66.24928973108764,115.64402684808573,15.39954170517312,8.07791972387227,89.31802681160386,16.537925655980878,Maize,Gypsum + Compost
60.26745639256452,73.12689523584453,83.34469176288917,5.891236831608772,64.24129220472508,29.143299099894776,Cotton,Standard Compost
89.3996406796757,64.94493590074771,87.47527638489696,5.481142129021338,22.587252776202078,19.0100026332518,Cotton,Standard Compost
101.25653276182229,85.20921809196761,69.61337331722854,6.974445512860737,70.2173311646113,18.96512763232684,Cotton,Standard Compost
115.55125814126436,58.52905100854811,88.5117906216725,4.520580683018859,75.595753392648,20.715629038123087,Wheat,Lime + Organic Manure
99.06620777369216,100.69543046514032,53.20943470727944,4.525543486867335,32.96305065399302,30.423172959393554,Maize,Lime + Organic Manure
69.3820959155154,18.322043529729633,40.78605938874588,4.536289618610899,75.49435363998734,18.211217952329783,Rice,Lime + Organic Manure
92.51820878773322,67.24565654775267,96.4842403666045,5.867488664154744,60.60975145071585,38.30070263775043,Wheat,Standard Compost
95.7128029151356,24.98164966037018,78.23114031139403,8.289191553025352,23.310206954581787,34.27460731330339,Cotton,Gypsum + Compost
71.94960292027143,44.776551549590025,63.98697418791033,4.682968135250052,79.7229444921901,39.33722422943492,Rice,Lime + Organic Manure
56.28520530618697,79.47096899121938,61.467606626711806,6.034449041622487,15.250091565921036,35.53782368518603,Cotton,Standard Compost
34.03850621416396,5.118390182247841,20.099136911291872,6.374157667074337,85.54429079662638,17.554840492342976,Wheat,DAP (Diammonium Phosphate)
23.816739437041957,96.40309810624188,70.89981144924143,5.383078451155042,16.590483649267416,32.012482551867826,Rice,Urea
20.103539537078476,104.82624709121367,96.50748207681252,4.6252092549900645,68.50160535789485,37.73811277369546,Jute,Lime + Organic Manure
78.43048398136983,50.723355765721344,31.05044422312365,8.435910591839313,42.74672050520344,37.352480091978364,Cotton,Gypsum + Compost
29.50704096288458,8.580419531718807,66.90834841070908,5.974105374895045,79.14865998717096,26.83024766728893,Maize,DAP (Diammonium Phosphate)
26.335434305858932,104.89166431489524,78.77670101521547,7.583687378576208,77.58265824935101,34.02559977357497,Sugarcane,Standard Compost
96.63175020436317,38.82931693449996,91.62442332119156,8.370045054455112,24.836709974132347,26.552432269141516,Wheat,Gypsum + Compost
18.490441730675364,19.3963661032933,70.12870228675229,6.221223579597851,26.041978136026938,27.289863668535922,Jute,Urea
71.92671122015587,35.93424151003623,80.76811456053288,5.741447835694295,46.4176119265441,15.290513497702516,Jute,Standard Compost
83.2525120313224,50.4876846461964,97.59648592771553,7.38755051170774,62.558708605159445,33.92648169028058,Maize,Standard Compost
94.68286372273523,9.556164915061071,50.64815998949375,4.9197207136726995,29.363601269002196,39.66656483167866,Sugarcane,Lime + Organic Manure
76.0879094465837,85.78347161257196,58.16662493125684,4.539083389676735,36.11690465951935,27.942791084617788,Jute,Lime + Organic Manure
106.491350869254,14.488481460648448,83.32883445519921,5.9312054037130855,35.76757617754683,39.43665965786964,Rice,DAP (Diammonium Phosphate)
84.28847145078556,97.06747039754453,24.01427320325696,5.169930329036279,18.36542722675202,30.910756238590917,Maize,Lime + Organic Manure
108.0654498087794,73.39931329834765,63.577435276935034,6.951776699462424,33.906870906985105,38.38004538248649,Wheat,Standard Compost
76.910035924604,95.09361348328568,63.164508658710005,6.437593790296162,62.865609463940054,28.82503631479896,Maize,Standard Compost
98.98924354568678,57.01660271960451,66.13988104366987,6.605610643744453,68.52716174042655,17.04074955076474,Jute,Standard Compost
73.22704455567056,79.78383137544719,50.531498214747295,6.962968087768971,36.321395025172976,26.75456481741663,Jute,Standard Compost
25.943560304200417,95.8153283213851,67.57723867258323,6.492782865812556,54.4290840750105,32.980044456806596,Cotton,Standard Compost
43.216181915837524,67.38504310772726,51.86130044446096,4.826105958209707,42.260908889906545,20.514028123058083,Jute,Lime + Organic Manure
8.525037753667696,34.63353217878957,48.94918089023505,7.9730900216335225,68.17352558130465,33.56766302999952,Jute,Gypsum + Compost
77.30795409368369,89.56528434656155,77.93376936634412,6.519379527572071,53.46404186906307,27.849896695218124,Sugarcane,Standard Compost
55.4407732068029,88.4046309477407,51.233549435346774,7.993692952326642,82.05614912090068,25.543023171836385,Rice,Gypsum + Compost
119.09533137917732,37.643270789994176,39.11934781829199,6.0353886074711856,47.26502456161988,35.899951594530236,Maize,Standard Compost
20.130283789634877,87.31987093844019,91.3580894632359,5.218732435480968,29.00346599391021,39.28487735104099,Rice,Urea
103.2542857375016,61.611953491524,28.486952068301818,7.982999605090045,45.62442040021324,27.870433848242257,Cotton,Gypsum + Compost
81.20144708595684,15.955073414782023,66.95170832539159,5.748592226785789,41.923675690968885,36.44965634806765,Rice,DAP (Diammonium Phosphate)
42.39685738583991,93.94940945395908,17.432997768243233,8.37928418031418,46.30316331069114,20.9012615836616,Cotton,Gypsum + Compost
55.832802985028614,43.052276743754774,47.63386951398329,7.177561605837445,21.660525459580136,26.23584588034344,Wheat,NPK 20-20-0
114.08708580791487,34.04069493867321,39.12882105204333,6.017434359689695,58.44305261159063,23.91830132600004,Wheat,Standard Compost
59.5825507112286,102.07960163145766,81.53866453025505,6.841417457587008,79.4617024410607,20.146030250919207,Sugarcane,Standard Compost
8.93159308300319,118.46969274107359,16.68222681031454,5.424523649710586,14.135746979322157,31.000074170922844,Cotton,Urea
57.002888252595056,112.39562701570907,35.0348299727913,6.52893923475357,13.325828724031368,18.70858002405222,Wheat,Standard Compost
60.18816438308842,83.88628963804317,6.6510800676205655,5.792522628281114,87.84781984562771,29.502805742386702,Cotton,MOP (Muriate of Potash)
61.21735672954582,81.689389617802,18.266869201849726,4.619894359490711,34.63439532729527,32.61701906841617,Wheat,Lime + Organic Manure
89.2833756092543,23.6739178861669,22.893162957732137,7.423317899483505,22.493107583373913,20.864032333370716,Maize,DAP (Diammonium Phosphate)
34.360250343769664,81.08772029268188,97.96997230305038,5.997187068559171,11.401279268964979,21.103682260559356,Jute,Standard Compost
104.9240732150526,70.62012086346542,7.886770671199502,8.22379478202791,65.1621400825249,31.912834644431165,Maize,Gypsum + Compost
113.20066597887745,100.0864716268659,68.36229411413619,6.808740946846992,37.88589337935764,18.98218613107013,Wheat,Standard Compost
41.58282866608374,104.64044676567923,99.36700904906971,7.50971105046229,17.238535622964058,22.217139888265955,Jute,Standard Compost
106.029289549655,51.47613698986879,36.06815034850767,7.170373542254339,74.62767535530068,34.057128369415395,Wheat,Standard Compost
41.477507428020836,104.92357193716566,40.688863928764015,5.687477098241123,61.925972703551444,23.20953069712703,Rice,Standard Compost
47.143076510210754,50.55985953506437,71.0693846355369,6.0542324050813825,45.895489809802456,20.938603271858184,Rice,NPK 20-20-0
56.10823706638818,6.686711560320338,60.77086223160934,5.173777540570878,61.406077515775166,33.98360819807165,Rice,Lime + Organic Manure
